Year,week,Weekend,Top 10 Gross,%± LY,Overall Gross,%± LY.1,Releases,#1 Release
2018,29,Jul 20-22,"$157,376,958",-9%,"$172,609,113",-4.5%,101,The Equalizer 2
2017,29,Jul 21-23,"$172,931,486",+14.2%,"$180,801,251",+10.9%,114,Dunkirk
2016,29,Jul 15-17,"$151,409,743",-15.2%,"$163,103,247",-15.9%,110,The Secret Life of Pets
2015,29,Jul 17-19,"$178,494,977",+36.7%,"$193,925,542",+30%,100,Ant-Man
2014,29,Jul 18-20,"$130,550,571",-25.1%,"$149,206,140",-23.8%,104,Dawn of the Planet of the Apes
2013,29,Jul 19-21,"$174,305,736",-21.3%,"$195,751,234",-15.4%,109,The Conjuring
2012,29,Jul 20-22,"$221,423,729",+23.7%,"$231,285,377",+21.3%,102,The Dark Knight Rises
2011,29,Jul 22-24,"$179,068,823",+5.8%,"$190,704,210",+7.1%,114,Captain America: The First Avenger
2010,29,Jul 16-18,"$169,206,774",+12.5%,"$178,138,271",+11%,106,Inception
2009,29,Jul 17-19,"$150,389,463",-40.1%,"$160,546,686",-38.4%,112,Harry Potter and the Half-Blood Prince
2008,29,Jul 18-20,"$250,971,601",+74.2%,"$260,528,431",+67.4%,122,The Dark Knight
2007,29,Jul 20-22,"$144,104,368",+4.7%,"$155,592,597",+3.2%,111,I Now Pronounce You Chuck & Larry
2006,29,Jul 21-23,"$137,618,515",+11%,"$150,752,235",+7.3%,123,Pirates of the Caribbean: Dead Man's Chest
2005,29,Jul 22-24,"$124,012,308",-7.8%,"$140,548,188",-8.5%,126,Charlie and the Chocolate Factory
2004,29,Jul 16-18,"$134,570,481",-0.1%,"$153,673,841",+2.2%,123,"I, Robot"
2003,29,Jul 18-20,"$134,729,265",+43.1%,"$150,392,924",+25.5%,131,Bad Boys II
2002,29,Jul 19-21,"$94,136,132",-27.8%,"$119,802,037",-17.5%,120,Road to Perdition
2001,29,Jul 20-22,"$130,460,690",+5.1%,"$145,209,275",+5.4%,61,Jurassic Park III
2000,29,Jul 21-23,"$124,114,586",+26.1%,"$137,744,966",+10.3%,70,What Lies Beneath
1999,29,Jul 16-18,"$98,446,172",-7.4%,"$124,919,384",+10%,66,Eyes Wide Shut
1998,29,Jul 17-19,"$106,282,793",+13.5%,"$113,528,859",+14.5%,20,The Mask of Zorro
1997,29,Jul 18-20,"$93,612,321",+28%,"$99,157,169",+20.8%,19,Men in Black
1996,29,Jul 19-21,"$73,131,122",-3.1%,"$82,084,029",+0.9%,19,Independence Day
1995,29,Jul 21-23,"$75,474,370",-19.7%,"$81,330,680",-16.4%,18,Apollo 13
1994,29,Jul 22-24,"$93,988,169",+21.8%,"$97,341,491",+15.5%,14,Forrest Gump
1993,29,Jul 16-18,"$77,172,707",+42.3%,"$84,245,783",+37%,17,The Firm
1992,29,Jul 17-19,"$54,238,695",-22.8%,"$61,503,749",-19.4%,14,"Honey, I Blew Up the Kid"
1991,29,Jul 19-21,"$70,280,198",+16.7%,"$76,307,791",+9.4%,16,Terminator 2: Judgment Day
1990,29,Jul 20-22,"$60,229,578",-2%,"$69,720,429",-0.2%,17,Ghost
1989,29,Jul 21-23,"$61,437,963",+11.7%,"$69,863,384",+10.3%,14,Lethal Weapon 2
1988,29,Jul 15-17,"$54,981,090",+14.5%,"$63,363,111",+9.9%,18,Coming to America
1987,29,Jul 17-19,"$48,002,196",+13.6%,"$57,667,900",+18.4%,19,RoboCop
1986,29,Jul 18-20,"$42,263,558",-7.6%,"$48,709,860",-9%,14,Aliens
1985,29,Jul 19-21,"$45,720,730",+0.9%,"$53,509,887",+6.1%,16,Back to the Future
1984,29,Jul 20-22,"$45,328,814",-13.2%,"$50,424,484",-10.2%,14,Ghostbusters
1983,29,Jul 22-24,"$52,212,400",+27.7%,"$56,139,548",+16.7%,13,Jaws 3-D
1982,29,Jul 16-18,"$40,882,754",+494%,"$48,096,000",+598.7%,15,E.T. the Extra-Terrestrial
1981,29,Jul 17-19,"$6,883,157",-51.4%,"$6,883,157",-51.4%,2,Endless Love
1980,29,Jul 18-20,"$14,173,929",+149.8%,"$14,173,929",+149.8%,3,Star Wars: Episode V - The Empire Strikes Back
1979,29,Jul 20-22,"$5,675,034",-44.2%,"$5,675,034",-44.2%,3,Dracula
1978,29,Jul 21-23,"$10,166,336",+45.2%,"$10,166,336",+45.2%,1,Star Wars: Episode IV - A New Hope
1977,29,Jul 22-24,"$7,000,644",-,"$7,000,644",-,1,Star Wars: Episode IV - A New Hope
2019,30,Jul 26-28,"$155,622,904",+8.6%,"$162,868,015",+4%,97,The Lion King
2018,30,Jul 27-29,"$143,331,278",+6.9%,"$156,588,266",+8.4%,111,Mission: Impossible - Fallout
2017,30,Jul 28-30,"$134,073,732",-24.9%,"$144,397,313",-26.4%,122,Dunkirk
2016,30,Jul 22-24,"$178,420,955",+29.1%,"$196,083,640",+29.8%,103,Star Trek Beyond
2015,30,Jul 24-26,"$138,254,037",+4.7%,"$151,040,028",-2.4%,100,Ant-Man
2014,30,Jul 25-27,"$132,017,659",-13%,"$154,787,126",-10.2%,117,Lucy
2013,30,Jul 26-28,"$151,703,400",+22.2%,"$172,372,267",+28.2%,104,The Wolverine
2012,30,Jul 27-29,"$124,187,763",-26%,"$134,433,234",-25.2%,108,The Dark Knight Rises
2011,30,Jul 29-31,"$167,881,029",+11.4%,"$179,729,836",+10.8%,122,Cowboys & Aliens
2010,30,Jul 23-25,"$150,757,392",+9.1%,"$162,240,124",+7%,103,Inception
2009,30,Jul 24-26,"$138,205,853",-19%,"$151,593,131",-16.2%,112,G-Force
2008,30,Jul 25-27,"$170,701,895",+0.9%,"$180,876,759",-2%,120,The Dark Knight
2007,30,Jul 27-29,"$169,137,597",+55.4%,"$184,568,929",+40.6%,113,The Simpsons Movie
2006,30,Jul 28-30,"$108,847,779",+3%,"$131,290,988",+6.2%,124,Miami Vice
2005,30,Jul 29-31,"$105,645,982",-21.9%,"$123,665,915",-19.3%,128,Wedding Crashers
2004,30,Jul 23-25,"$135,184,908",-4.7%,"$153,175,315",-2.9%,116,The Bourne Supremacy
2003,30,Jul 25-27,"$141,886,062",+9.4%,"$157,785,025",+3.9%,136,Spy Kids 3-D: Game Over
2002,30,Jul 26-28,"$129,688,399",-7.6%,"$151,899,969",-0.9%,121,Austin Powers in Goldmember
2001,30,Jul 27-29,"$140,388,522",+19.6%,"$153,314,926",+16.2%,62,Planet of the Apes
2000,30,Jul 28-30,"$117,342,589",+10.3%,"$131,946,607",-2.6%,71,Nutty Professor II: The Klumps
1999,30,Jul 23-25,"$106,341,729",-3.8%,"$135,424,176",+13.6%,60,The Haunting
1998,30,Jul 24-26,"$110,551,157",+9.1%,"$119,165,551",+12%,20,Saving Private Ryan
1997,30,Jul 25-27,"$101,320,619",+50%,"$106,387,777",+27.9%,19,Air Force One
1996,30,Jul 26-28,"$67,547,982",-12.3%,"$83,162,374",-2.7%,22,A Time to Kill
1995,30,Jul 28-30,"$76,992,901",-19.8%,"$85,512,712",-13.3%,18,Waterworld
1994,30,Jul 29-31,"$96,043,848",+22.6%,"$98,671,193",+13.7%,14,The Mask
1993,30,Jul 23-25,"$78,336,081",+55.1%,"$86,753,885",+56.6%,17,Poetic Justice
1992,30,Jul 24-26,"$50,516,279",-4.9%,"$55,396,321",-11.4%,14,Mo' Money
1991,30,Jul 26-28,"$53,146,045",-16.3%,"$62,543,613",-12.3%,18,Terminator 2: Judgment Day
1990,30,Jul 27-29,"$63,533,062",+3.4%,"$71,282,928",+1.4%,18,Presumed Innocent
1989,30,Jul 28-30,"$61,417,096",+7.5%,"$70,305,996",+7.1%,19,Turner & Hooch
1988,30,Jul 22-24,"$57,131,505",+27.6%,"$65,666,902",+14.4%,19,Who Framed Roger Rabbit
1987,30,Jul 24-26,"$44,768,192",+5.8%,"$57,395,648",+9.7%,18,RoboCop
1986,30,Jul 25-27,"$42,300,445",-10.5%,"$52,310,850",-2.2%,16,Aliens
1985,30,Jul 26-28,"$47,236,810",+10.2%,"$53,512,151",+5.1%,16,National Lampoon's European Vacation
1984,30,Jul 27-29,"$42,854,166",-8.2%,"$50,935,645",-2.3%,15,Purple Rain
1983,30,Jul 29-31,"$46,706,373",+9.1%,"$52,141,898",+2.1%,14,Vacation
1982,30,Jul 23-25,"$42,819,113","+1,309.5%","$51,075,614","+1,581.3%",17,The Best Little Whorehouse in Texas
1981,30,Jul 24-26,"$3,037,911",-70.4%,"$3,037,911",-70.4%,1,Wolfen
1980,30,Jul 25-27,"$10,272,689",+6.3%,"$10,272,689",+6.3%,2,Star Wars: Episode V - The Empire Strikes Back
1979,30,Jul 27-29,"$9,660,094","+3,393.2%","$9,660,094","+3,393.2%",2,The Amityville Horror
1978,30,Jul 28-30,"$276,538",-95.6%,"$276,538",-95.6%,1,National Lampoon's Animal House
1977,30,Jul 29-31,"$6,234,376",-,"$6,234,376",-,1,Star Wars: Episode IV - A New Hope
1975,30,Jul 25-27,"$6,150,000",-,"$6,150,000",-,1,Jaws
2019,31,Aug 2-4,"$143,893,312",+20.2%,"$148,998,871",+6.6%,97,Fast & Furious Presents: Hobbs & Shaw
2018,31,Aug 3-5,"$119,739,621",+13.6%,"$139,748,359",+13.8%,108,Mission: Impossible - Fallout
2017,31,Aug 4-6,"$105,440,174",-39.7%,"$122,787,940",-35.4%,106,The Dark Tower
2016,31,Jul 29-31,"$174,855,310",+28.4%,"$190,037,811",+29.9%,103,Jason Bourne
2015,31,Jul 31-Aug 2,"$136,167,805",-18.8%,"$146,282,363",-21.5%,95,Mission: Impossible - Rogue Nation
2014,31,Aug 1-3,"$167,783,615",+42.3%,"$186,409,629",+34.9%,109,Guardians of the Galaxy
2013,31,Aug 2-4,"$117,938,083",+5.8%,"$138,139,733",+12.2%,100,2 Guns
2012,31,Aug 3-5,"$111,448,685",-27.9%,"$123,067,042",-26.5%,113,The Dark Knight Rises
2011,31,Aug 5-7,"$154,610,555",+20%,"$167,357,649",+15.2%,125,Rise of the Planet of the Apes
2010,31,Jul 30-Aug 1,"$128,821,145",+20.2%,"$145,266,883",+13.7%,106,Inception
2009,31,Jul 31-Aug 2,"$107,143,812",-24%,"$127,760,028",-16.5%,119,Funny People
2008,31,Aug 1-3,"$140,934,095",-10.5%,"$153,060,805",-13.8%,122,The Dark Knight
2007,31,Aug 3-5,"$157,482,640",+35.4%,"$177,462,412",+25.6%,106,The Bourne Ultimatum
2006,31,Aug 4-6,"$116,349,093",+18.1%,"$141,249,114",+22.5%,122,Talladega Nights: The Ballad of Ricky Bobby
2005,31,Aug 5-7,"$98,480,327",-27.9%,"$115,303,520",-26.5%,132,The Dukes of Hazzard
2004,31,Jul 30-Aug 1,"$136,648,459",+6.8%,"$156,885,192",+7.8%,124,The Village
2003,31,Aug 1-3,"$127,890,683",-7.1%,"$145,559,198",-7%,130,American Wedding
2002,31,Aug 2-4,"$137,681,488",-13.8%,"$156,478,101",-8.9%,129,Signs
2001,31,Aug 3-5,"$159,718,832",+40%,"$171,841,886",+33.6%,63,Rush Hour 2
2000,31,Aug 4-6,"$114,097,294",-14.8%,"$128,615,532",-18.4%,69,Hollow Man
1999,31,Jul 30-Aug 1,"$133,878,394",+38.9%,"$157,538,854",+43.5%,69,Runaway Bride
1998,31,Jul 31-Aug 2,"$96,361,741",+3.5%,"$109,808,485",+7.3%,23,Saving Private Ryan
1997,31,Aug 1-3,"$93,114,860",+48.6%,"$102,331,184",+31.8%,20,Air Force One
1996,31,Aug 2-4,"$62,677,987",-14.4%,"$77,667,468",-11.5%,26,A Time to Kill
1995,31,Aug 4-6,"$73,191,081",-21.4%,"$87,741,199",-8.4%,23,Waterworld
1994,31,Aug 5-7,"$93,109,647",+36.8%,"$95,812,428",+16.6%,13,Clear and Present Danger
1993,31,Jul 30-Aug 1,"$68,043,739",+38.3%,"$82,160,411",+46.5%,19,Rising Sun
1992,31,Jul 31-Aug 2,"$49,191,333",+0.5%,"$56,091,578",-10.6%,18,Death Becomes Her
1991,31,Aug 2-4,"$48,969,676",-19.8%,"$62,737,108",-10.4%,19,Hot Shots!
1990,31,Aug 3-5,"$61,075,993",+3.7%,"$70,046,988",+4.7%,17,Ghost
1989,31,Aug 4-6,"$58,919,389",+17.7%,"$66,882,552",+12.4%,18,Parenthood
1988,31,Jul 29-31,"$50,052,220",+13.3%,"$59,481,116",+7.2%,17,Cocktail
1987,31,Jul 31-Aug 2,"$44,181,235",+4.1%,"$55,477,597",+8.2%,19,The Living Daylights
1986,31,Aug 1-3,"$42,434,743",-,"$51,283,904",+9.1%,16,Aliens
1985,31,Aug 2-4,"$42,410,790",+21.6%,"$47,024,926",+5.6%,13,Back to the Future
1984,31,Aug 3-5,"$34,878,491",-2.7%,"$44,532,684",+6.5%,17,Ghostbusters
1983,31,Aug 5-7,"$35,857,251",-6.1%,"$41,799,868",-8.3%,14,Vacation
1982,31,Jul 30-Aug 1,"$38,194,376","+1,562.4%","$45,558,521","+1,883%",16,E.T. the Extra-Terrestrial
1981,31,Jul 31-Aug 2,"$2,297,493",-60.1%,"$2,297,493",-60.1%,1,Under the Rainbow
1980,31,Aug 1-3,"$5,758,789",+275.5%,"$5,758,789",+275.5%,1,Star Wars: Episode V - The Empire Strikes Back
1979,31,Aug 3-5,"$1,533,612",-,"$1,533,612",-,1,Alien
1977,31,Aug 5-7,"$7,195,573",-,"$7,195,573",-,1,Star Wars: Episode IV - A New Hope
2019,32,Aug 9-11,"$121,235,199",-4.5%,"$132,104,260",-10.3%,92,Fast & Furious Presents: Hobbs & Shaw
2018,32,Aug 10-12,"$126,978,553",+33.3%,"$147,302,462",+26%,100,The Meg
2017,32,Aug 11-13,"$95,249,031",-56.3%,"$116,913,742",-48.9%,123,Annabelle: Creation
2016,32,Aug 5-7,"$217,747,182",+92.3%,"$228,766,926",+73.4%,101,Suicide Squad
2015,32,Aug 7-9,"$113,252,833",-33.3%,"$131,916,514",-29.2%,94,Mission: Impossible - Rogue Nation
2014,32,Aug 8-10,"$169,712,505",+23.3%,"$186,257,061",+16.9%,115,Teenage Mutant Ninja Turtles
2013,32,Aug 9-11,"$137,650,749",+6.6%,"$159,265,982",+11.9%,103,Elysium
2012,32,Aug 10-12,"$129,143,882",-4.1%,"$142,282,599",-8.4%,113,The Bourne Legacy
2011,32,Aug 12-14,"$134,605,986",+14.3%,"$155,403,377",+16.6%,129,Rise of the Planet of the Apes
2010,32,Aug 6-8,"$117,746,775",-6.3%,"$133,296,768",-9.4%,110,The Other Guys
2009,32,Aug 7-9,"$125,660,546",+16%,"$147,046,404",+21%,115,G.I. Joe: The Rise of Cobra
2008,32,Aug 8-10,"$108,322,998",-19.7%,"$121,575,179",-21.8%,123,The Dark Knight
2007,32,Aug 10-12,"$134,842,684",+29.9%,"$155,463,782",+20.2%,107,Rush Hour 3
2006,32,Aug 11-13,"$103,779,263",+3.5%,"$129,295,360",+7.5%,131,Talladega Nights: The Ballad of Ricky Bobby
2005,32,Aug 12-14,"$100,228,294",+6.8%,"$120,238,779",+6.1%,121,Four Brothers
2004,32,Aug 6-8,"$93,818,029",-25.1%,"$113,304,888",-19.4%,119,Collateral
2003,32,Aug 8-10,"$125,206,737",-3.2%,"$140,585,934",-1.3%,137,S.W.A.T.
2002,32,Aug 9-11,"$129,287,848",-10.2%,"$142,441,820",-10.1%,130,xXx
2001,32,Aug 10-12,"$143,895,822",+56.1%,"$158,511,004",+45.6%,63,American Pie 2
2000,32,Aug 11-13,"$92,196,014",-30.7%,"$108,873,220",-29.3%,73,Hollow Man
1999,32,Aug 6-8,"$133,117,335",+36.6%,"$153,961,831",+43%,65,The Sixth Sense
1998,32,Aug 7-9,"$97,415,181",+24.7%,"$107,661,046",+21.8%,22,Saving Private Ryan
1997,32,Aug 8-10,"$78,139,519",+27.4%,"$88,393,414",+28.8%,24,Conspiracy Theory
1996,32,Aug 9-11,"$61,317,662",-12%,"$68,611,327",-18.2%,20,Jack
1995,32,Aug 11-13,"$69,656,248",-12.4%,"$83,831,996",+0.6%,24,Dangerous Minds
1994,32,Aug 12-14,"$79,480,952",+19.1%,"$83,370,446",+7%,14,Clear and Present Danger
1993,32,Aug 6-8,"$66,751,731",+23.1%,"$77,902,378",+30.4%,20,The Fugitive
1992,32,Aug 7-9,"$54,213,861",+16.5%,"$59,748,418",+0.6%,19,Unforgiven
1991,32,Aug 9-11,"$46,528,830",-19.8%,"$59,372,840",-13.8%,22,Hot Shots!
1990,32,Aug 10-12,"$58,038,480",-2.4%,"$68,848,089",+2.9%,19,Flatliners
1989,32,Aug 11-13,"$59,460,843",+37.6%,"$66,908,611",+29%,16,Parenthood
1988,32,Aug 5-7,"$43,223,198",+2.8%,"$51,865,638",-6.7%,17,Cocktail
1987,32,Aug 7-9,"$42,050,697",+25.2%,"$55,599,974",+21.7%,21,The Living Daylights
1986,32,Aug 8-10,"$33,588,159",-12.1%,"$45,676,130",-0.4%,19,Aliens
1985,32,Aug 9-11,"$38,210,293",+0.6%,"$45,853,423",+3.1%,15,Back to the Future
1984,32,Aug 10-12,"$37,984,188",+15.3%,"$44,473,785",+3%,16,Red Dawn
1983,32,Aug 12-14,"$32,943,666",-13.3%,"$43,196,398",-6.9%,18,Vacation
1982,32,Aug 6-8,"$38,004,637","+2,302.1%","$46,397,664","+2,832.6%",17,E.T. the Extra-Terrestrial
1981,32,Aug 7-9,"$1,582,148",-81.3%,"$1,582,148",-81.3%,1,Student Bodies
1980,32,Aug 8-10,"$8,477,856",+551.2%,"$8,477,856",+551.2%,4,Star Wars: Episode V - The Empire Strikes Back
1979,32,Aug 10-12,"$1,301,922",-,"$1,301,922",-,1,Alien
1977,32,Aug 12-14,"$6,705,755",-,"$6,705,755",-,1,Star Wars: Episode IV - A New Hope
2019,33,Aug 16-18,"$101,857,634",-8%,"$120,307,107",-7.1%,101,Good Boys
2018,33,Aug 17-19,"$110,718,157",+46.3%,"$129,469,267",+34.2%,114,Crazy Rich Asians
2017,33,Aug 18-20,"$75,677,045",-50.8%,"$96,486,715",-44%,124,The Hitman's Bodyguard
2016,33,Aug 12-14,"$153,823,583",+18.6%,"$172,300,640",+16.3%,113,Suicide Squad
2015,33,Aug 14-16,"$129,704,209",+3.8%,"$148,106,885",+3.7%,98,Straight Outta Compton
2014,33,Aug 15-17,"$124,986,010",+10%,"$142,851,832",+2.4%,105,Teenage Mutant Ninja Turtles
2013,33,Aug 16-18,"$113,572,527",-7.5%,"$139,521,935",-,116,Lee Daniels' The Butler
2012,33,Aug 17-19,"$122,759,783",+26.2%,"$139,508,493",+12.3%,109,The Expendables 2
2011,33,Aug 19-21,"$97,303,811",-23.9%,"$124,210,930",-13.5%,126,The Help
2010,33,Aug 13-15,"$127,804,668",+7.3%,"$143,572,917",+0.8%,110,The Expendables
2009,33,Aug 14-16,"$119,101,428",+11.9%,"$142,476,028",+13.9%,116,District 9
2008,33,Aug 15-17,"$106,423,430",-2%,"$125,105,639",-4%,123,Tropic Thunder
2007,33,Aug 17-19,"$108,565,896",+27.4%,"$130,369,644",+19.2%,119,Superbad
2006,33,Aug 18-20,"$85,216,005",-8.3%,"$109,357,973",-4.2%,134,Snakes on a Plane
2005,33,Aug 19-21,"$92,953,567",-22.4%,"$114,186,392",-17%,120,The 40-Year-Old Virgin
2004,33,Aug 13-15,"$119,841,838",-5.8%,"$137,636,074",-6.2%,124,Alien vs. Predator
2003,33,Aug 15-17,"$127,283,862",+33.2%,"$146,754,350",+32.4%,132,Freddy vs. Jason
2002,33,Aug 16-18,"$95,548,336",-3%,"$110,871,976",-3.7%,134,xXx
2001,33,Aug 17-19,"$98,535,024",+23.6%,"$115,137,799",+15%,61,American Pie 2
2000,33,Aug 18-20,"$79,747,611",-25.6%,"$100,139,189",-22.5%,66,The Cell
1999,33,Aug 13-15,"$107,182,350",+32.8%,"$129,220,580",+34%,65,The Sixth Sense
1998,33,Aug 14-16,"$80,730,140",+14.6%,"$96,406,328",+18.7%,22,Saving Private Ryan
1997,33,Aug 15-17,"$70,473,999",+29.6%,"$81,188,660",+18.6%,24,Cop Land
1996,33,Aug 16-18,"$54,394,636",-22.3%,"$68,431,630",-16.7%,23,Tin Cup
1995,33,Aug 18-20,"$70,040,087",+10.5%,"$82,161,743",+10.8%,24,Mortal Kombat
1994,33,Aug 19-21,"$63,357,175",-1.9%,"$74,156,318",+0.4%,16,Forrest Gump
1993,33,Aug 13-15,"$64,583,766",+28.8%,"$73,894,289",+30.4%,18,The Fugitive
1992,33,Aug 14-16,"$50,140,379",+32.8%,"$56,647,865",+19%,18,Unforgiven
1991,33,Aug 16-18,"$37,743,128",-31.1%,"$47,606,357",-29%,20,Hot Shots!
1990,33,Aug 17-19,"$54,743,500",+4.9%,"$67,047,008",+6%,19,The Exorcist III
1989,33,Aug 18-20,"$52,164,401",+21%,"$63,265,094",+25.3%,19,Uncle Buck
1988,33,Aug 12-14,"$43,120,917",+18.5%,"$50,487,944",+9.8%,16,Young Guns
1987,33,Aug 14-16,"$36,390,689",+8.1%,"$45,992,966",+3%,16,Stakeout
1986,33,Aug 15-17,"$33,655,438",-11.9%,"$44,661,755",-6.8%,20,The Fly
1985,33,Aug 16-18,"$38,192,041",-8.6%,"$47,913,186",+2.8%,19,Back to the Future
1984,33,Aug 17-19,"$41,775,154",+20.8%,"$46,614,603",+21.1%,14,Tightrope
1983,33,Aug 19-21,"$34,574,937",-19.8%,"$38,482,091",-20.5%,14,Easy Money
1982,33,Aug 13-15,"$43,102,545",-,"$48,407,497",-,14,Friday the 13th: Part III
1980,33,Aug 15-17,"$15,268,817","+1,070%","$15,268,817","+1,070%",3,Smokey and the Bandit II
1979,33,Aug 17-19,"$1,304,996",-,"$1,304,996",-,4,Alien
1977,33,Aug 19-21,"$5,908,751",-,"$5,908,751",-,1,Star Wars: Episode IV - A New Hope
2019,34,Aug 23-25,"$87,899,112",+4%,"$108,764,687",+4.9%,98,Angel Has Fallen
2018,34,Aug 24-26,"$84,558,009",+83.4%,"$103,657,410",+49.6%,113,Crazy Rich Asians
2017,34,Aug 25-27,"$46,116,140",-59%,"$69,312,122",-47.5%,130,The Hitman's Bodyguard
2016,34,Aug 19-21,"$112,417,199",+31.7%,"$132,091,889",+23.9%,111,Suicide Squad
2015,34,Aug 21-23,"$85,356,247",-12.2%,"$106,631,353",-7.3%,94,Straight Outta Compton
2014,34,Aug 22-24,"$97,178,514",+15.9%,"$114,968,447",+4.6%,104,Guardians of the Galaxy
2013,34,Aug 23-25,"$83,842,081",+10.7%,"$109,886,108",+12%,116,Lee Daniels' The Butler
2012,34,Aug 24-26,"$75,735,631",+9%,"$98,074,600",+5.1%,119,The Expendables 2
2011,34,Aug 26-28,"$69,507,839",-31.9%,"$93,298,182",-27.3%,131,The Help
2010,34,Aug 20-22,"$102,089,078",-4.1%,"$128,353,711",+0.9%,115,The Expendables
2009,34,Aug 21-23,"$106,503,767",+28.8%,"$127,268,259",+19.9%,120,Inglourious Basterds
2008,34,Aug 22-24,"$82,667,170",-2.4%,"$106,158,138",-3.3%,120,Tropic Thunder
2007,34,Aug 24-26,"$84,691,057",+11.7%,"$109,818,926",+6.9%,115,Superbad
2006,34,Aug 25-27,"$75,796,177",-2.6%,"$102,754,813",+5.3%,130,Invincible
2005,34,Aug 26-28,"$77,824,346",-19.3%,"$97,627,303",-18.2%,130,The 40-Year-Old Virgin
2004,34,Aug 20-22,"$96,455,296",+20%,"$119,408,573",+17.8%,129,Exorcist: The Beginning
2003,34,Aug 22-24,"$80,395,694",+12.5%,"$101,373,924",+13.1%,136,Freddy vs. Jason
2002,34,Aug 23-25,"$71,441,081",-7%,"$89,641,021",-7.9%,141,Signs
2001,34,Aug 24-26,"$76,812,343",+10.6%,"$97,296,997",+6.4%,61,American Pie 2
2000,34,Aug 25-27,"$69,438,933",-17.8%,"$91,425,544",-13.7%,70,Bring It On
1999,34,Aug 20-22,"$84,504,737",+24.7%,"$105,977,775",+18.3%,69,The Sixth Sense
1998,34,Aug 21-23,"$67,766,658",+3.1%,"$89,607,614",+14.3%,29,Blade
1997,34,Aug 22-24,"$65,746,855",+27.5%,"$78,429,557",+17.9%,26,G.I. Jane
1996,34,Aug 23-25,"$51,551,710",-1.7%,"$66,517,040",-1.9%,27,The Island of Dr. Moreau
1995,34,Aug 25-27,"$52,424,810",-2.5%,"$67,786,188",-1.7%,25,Mortal Kombat
1994,34,Aug 26-28,"$53,788,246",-1.9%,"$68,930,575",+5.2%,21,Natural Born Killers
1993,34,Aug 20-22,"$54,821,866",+50.6%,"$65,546,219",+58.1%,21,The Fugitive
1992,34,Aug 21-23,"$36,395,662",+18.5%,"$41,451,936",+7.2%,19,Unforgiven
1991,34,Aug 23-25,"$30,702,128",-29.6%,"$38,685,125",-28.8%,21,Hot Shots!
1990,34,Aug 24-26,"$43,625,858",+16.9%,"$54,301,291",+8.8%,19,Darkman
1989,34,Aug 25-27,"$37,305,118",-17.3%,"$49,909,646",-2.9%,26,Uncle Buck
1988,34,Aug 19-21,"$45,104,365",+29.7%,"$51,392,257",+18.3%,16,A Nightmare on Elm Street: The Dream Master
1987,34,Aug 21-23,"$34,766,871",+13.6%,"$43,432,317",+8.8%,18,Stakeout
1986,34,Aug 22-24,"$30,606,033",-10.4%,"$39,915,361",-4.1%,21,The Fly
1985,34,Aug 23-25,"$34,155,177",+2.1%,"$41,630,272",+10.1%,18,Back to the Future
1984,34,Aug 24-26,"$33,468,316",+3.7%,"$37,822,938",+3.6%,14,Tightrope
1983,34,Aug 26-28,"$32,284,328",-8.9%,"$36,524,844",-14.8%,15,Mr. Mom
1982,34,Aug 20-22,"$35,420,211",+639.4%,"$42,845,119",+794.3%,15,E.T. the Extra-Terrestrial
1981,34,Aug 21-23,"$4,790,648",-,"$4,790,648",-,3,An American Werewolf in London
1979,34,Aug 24-26,"$7,717,449",-,"$7,717,449",-,2,Star Wars: Episode IV - A New Hope
1977,34,Aug 26-28,"$5,239,535",-,"$5,239,535",-,1,Star Wars: Episode IV - A New Hope
2019,35,Aug 30-Sep 2Labor Day wknd,"$84,263,777",-12.5%,"$120,764,143",-6.6%,82,Angel Has Fallen
2019,35,Aug 30-Sep 1,"$63,928,598",-13.4%,"$91,695,023",-7.7%,99,Angel Has Fallen
2018,35,Aug 31-Sep 3Labor Day wknd,"$96,296,736",+56.1%,"$129,333,336",+32.2%,95,Crazy Rich Asians
2018,35,Aug 31-Sep 2,"$73,798,836",+51%,"$99,366,551",+28%,108,Crazy Rich Asians
2017,35,Sep 1-3,"$48,865,218",-46.4%,"$77,634,434",-33.8%,125,The Hitman's Bodyguard
2017,35,Sep 1-4Labor Day wknd,"$61,708,167",-,"$97,866,622",-,121,The Hitman's Bodyguard
2016,35,Aug 26-28,"$91,226,565",+44.4%,"$117,321,334",+33.6%,107,Don't Breathe
2015,35,Aug 28-30,"$63,160,916",-23.7%,"$87,836,416",-19.8%,96,Straight Outta Compton
2014,35,Aug 29-Sep 1Labor Day wknd,"$107,180,218",-2.6%,"$141,284,370",-12.9%,94,Guardians of the Galaxy
2014,35,Aug 29-31,"$82,775,516",-2.6%,"$109,546,806",-12.4%,109,Guardians of the Galaxy
2013,35,Aug 30-Sep 2Labor Day wknd,"$110,020,537",+8.9%,"$162,136,448",+21%,112,Lee Daniels' The Butler
2013,35,Aug 30-Sep 1,"$84,942,972",+8.2%,"$124,995,564",+20.2%,117,One Direction: This Is Us
2012,35,Aug 31-Sep 3Labor Day wknd,"$100,987,641",+1.6%,"$133,965,411",-3.6%,100,The Possession
2012,35,Aug 31-Sep 2,"$78,473,593",+2.5%,"$103,958,765",-2.9%,106,The Possession
2011,35,Sep 2-5Labor Day wknd,"$99,407,337",-,"$138,952,409",-,122,The Help
2011,35,Sep 2-4,"$76,554,062",-12.2%,"$107,106,553",-6.7%,130,The Help
