Name,STARmeter,Episodes,Known for
Ian Staples Soldier  Soldier  See fewer,Members only,1,Evil Bong 666 (2017)
Kevin White Sam Rudge  Sam Rudge  See fewer,Members only,1,Knights of God (1987)
Joseph Young Young Caretaker  Young Caretaker  See fewer,Members only,1,Lytton's Diary (1985)
Tim Barker Harold V.  Harold V.  See fewer,Members only,1,Calendar Girls (2003)
Peter Hamilton Dyer Embery  Embery  See fewer,Members only,1,Downton Abbey (2010)
Adrian Reid Jazz Quartet  Jazz Quartet  See fewer,Members only,1,Doctor Who (1963)
William Thomas Martin  Martin  See fewer,Members only,1,Torchwood (2006)
Sean Oliver Stuart  Stuart  See fewer,Members only,1,Doctor Who (1963)
Meriel Hobson Woman in the Wood  Woman in the Wood  See fewer,Members only,1,Crossroads (1964)
Anthony Verner Ice Soldier  Ice Soldier  See fewer,Members only,1,The Hunchback of Notre Dame (1966)
Robin Dawson Soldier  Soldier  See fewer,Members only,1,The Man Who Haunted Himself (1970)
John Dillon Savage  Savage  See fewer,Members only,1,Barbara in Black (1962)
Roma Woodnutt Nola  Nola  See fewer,Members only,1,The Elusive Pimpernel (1969)
Joseph O'Connell Soldier  Soldier  See fewer,Members only,1,Callan (1967)
David Reynalds Child  Child  See fewer,Members only,1,The Incredible Adventures of Professor Branestawm (1969)
Maurice Selwyn Custodian  Custodian  See fewer,Members only,1,The Count of Monte Cristo (1964)
Derrick Slater Security Guard  Security Guard  See fewer,Members only,1,The Ups and Downs of a Handyman (1976)
Ellis Jones Technician  Technician  See fewer,Members only,1,Raven (1977)
Gordon Reid Phillips  Phillips  See fewer,Members only,1,The Others (2001)
Michael Reid Dancer  Dancer  See fewer,Members only,1,Back to School (1986)
Kenneth Waller Hedges  Hedges  See fewer,Members only,1,Are You Being Served? (1972)
David Redgrave Guard  Guard  See fewer,Members only,1,The Last Horror Movie (2003)
Peter Roberts Passenger  Passenger  See fewer,Members only,1,The Fall and Rise of Reginald Perrin (1976)
Mark Fletcher First Crew Member  First Crew Member  See fewer,Members only,1,Bugs (1995)
Michael Bangerter Curt  Curt  See fewer,Members only,1,A Bridge Too Far (1977)
Sneh Gupta Osborn  Osborn  See fewer,Members only,1,If Tomorrow Comes (1986)
John Wilson Jacondan Guard  Jacondan Guard  See fewer,Members only,1,Full Metal Jacket (1987)
Nicholas Fawcett Technician  Technician  See fewer,Members only,1,Doctor Who (1963)
Martyn Whitby Drayman  Drayman  See fewer,Members only,1,Minder (1979)
Sean Blowers Zed  Zed  See fewer,Members only,1,First Knight (1995)
Simon Coady Video Commentary  Video Commentary  See fewer,Members only,1,Giro City (1982)
Martin Geraint Vinny  Vinny  See fewer,Members only,1,A Mind to Kill (1994)
Astra Sheridan Yellow Kang  Yellow Kang  See fewer,Members only,1,Miss Marple: The Body in the Library (1984)
Jonathan Burn Silas P.  Silas P.  See fewer,Members only,1,The Forsyte Saga (1967)
Ernest Mothle Jazz Quartet  Jazz Quartet  See fewer,Members only,1,Boesman and Lena (1973)
Dee Sadler Flowerchild  Flowerchild  See fewer,Members only,1,No Place Like Home (1983)
Kate Eaton Ange  Ange  See fewer,Members only,1,Resnick: Lonely Hearts (1992)
Paul Tomany Major Husak  Major Husak  See fewer,Members only,1,Triangle (1981)
Ronald Pickup Physician  Physician  See fewer,Members only,1,The Best Exotic Marigold Hotel (2011)
Tony Lambden Court Messenger  Court Messenger  See fewer,Members only,1,The Avengers (1961)
Conrad Monk Assistant Director  Assistant Director  See fewer,Members only,1,Dixon of Dock Green (1955)
Christopher Denham Second Assistant  Second Assistant  See fewer,Members only,1,The Scarlet and the Black (1965)
Tim Goodman Guard  Guard  See fewer,Members only,1,Jane Eyre (2006)
Ray Grover Crewman  Crewman  See fewer,Members only,1,Ryan International (1970)
Roger Jacombs Yeti  Yeti  See fewer,Members only,1,Two of a Kind (1961)
Dibbs Mather Guard in Caravan  Guard in Caravan  See fewer,Members only,1,Echoes of Paradise (1987)
Bernard Martin Control Room Assistant  Control Room Assistant  See fewer,Members only,1,"Owen, M.D. (1971)"
Allan Mitchell Wagstaffe  Wagstaffe  See fewer,Members only,1,Sense and Sensibility (1995)
Jean Burgess Cleaner  Cleaner  See fewer,Members only,1,Theatre Night (1957)
Trevor Lawrence Lodge  Lodge  See fewer,Members only,1,BBC Play of the Month (1965)
Chubby Oates Policeman  Policeman  See fewer,Members only,1,Killer's Moon (1978)
Kathy Wolff Dancer  Dancer  See fewer,Members only,1,Legends (2006)
John Wu Coolie  Coolie  See fewer,Members only,1,Doctor Who (1963)
Dean Allen Karl  Karl  See fewer,Members only,1,Jane (1982)
Christopher Whittingham Second Crew Member  Second Crew Member  See fewer,Members only,1,Harry Potter and the Goblet of Fire (2005)
John D. Collins Talor  Talor  See fewer,Members only,1,'Allo 'Allo (1982)
Philip Latham Borusa  Borusa  See fewer,Members only,1,Dracula: Prince of Darkness (1966)
Max Arthur Zuko  Zuko  See fewer,Members only,1,Timon of Athens (1981)
Stephen Churchett Bill  Bill  See fewer,Members only,1,Secrets & Lies (1996)
Sarah James Young Woman  Young Woman  See fewer,Members only,1,Big Deal (1984)
Keith Skinner Rondel  Rondel  See fewer,Members only,1,Romeo and Juliet (1968)
Derek Keller Kaufman  Kaufman  See fewer,Members only,1,Gazette (1968)
Steve Swinscoe Sniper  Sniper  See fewer,Members only,1,David Copperfield (1999)
Frank Tontoh Jazz Quartet  Jazz Quartet  See fewer,Members only,1,Genius (2016)
Robert Jezek Sergeant. Zbrigniev  Sergeant. Zbrigniev  See fewer,Members only,1,Formula 51 (2001)
Ray Trickitt Ancient Haemovore  Ancient Haemovore  See fewer,Members only,1,The Lord of the Rings: The Two Towers (2002)
David James Arab Sheikh  Arab Sheikh  See fewer,Members only,1,Sherlock Holmes (1964)
Petra Markham Safiya  Safiya  See fewer,Members only,1,Get Carter (1971)
Norman Claridge Priest  Priest  See fewer,Members only,1,BBC Sunday-Night Theatre (1950)
Tony Holland Third Assistant  Third Assistant  See fewer,Members only,1,EastEnders (1985)
Dwight Whylie Radio Announcer  Radio Announcer  See fewer,Members only,1,Doctor Who (1963)
Anthony Gardner Alvis  Alvis  See fewer,Members only,1,The Taming of the Shrew (1967)
Michael Ladkin RAF Pilot  RAF Pilot  See fewer,Members only,1,Déjà Vu (1985)
Dominic Allan Policeman  Policeman  See fewer,Members only,1,Rebecca (1979)
John Greenwood D'Artagnan / Sir Lancelot  D'Artagnan / Sir Lancelot  See fewer,Members only,1,An Age of Kings (1960)
James Clayton Private Parker  Private Parker  See fewer,Members only,1,The Battle of St. George Without (1969)
John Moreno Dobson  Dobson  See fewer,Members only,1,For Your Eyes Only (1981)
Ingrid Bower Face of Kronos  Face of Kronos  See fewer,Members only,1,The Pink Chiquitas (1987)
Keith Dalton Neophite  Neophite  See fewer,Members only,1,The Rivals of Sherlock Holmes (1971)
Alex MacIntosh Television Reporter  Television Reporter  See fewer,Members only,1,The Big Pull (1962)
John Adam-Baker Crewmember  Crewmember  See fewer,Members only,1,London's Burning (1988)
Cordelia Ditton Older Woman  Older Woman  See fewer,Members only,1,Little Dorrit (1987)
Christine Kavanagh Aram  Aram  See fewer,Members only,1,National Theatre Live: Man and Superman (2015)
Stephen Wale David  David  See fewer,Members only,1,Headmaster (1977)
Mary Healey Killjoy  Killjoy  See fewer,Members only,1,Chaplin (1992)
Paula Topham Vamp  Vamp  See fewer,Members only,1,Watch the Birdies (1966)
Will Stampe 1st Man  1st Man  See fewer,Members only,1,Reluctant Bandit (1965)
Greg Powell Knight  Knight  See fewer,Members only,1,Fast & Furious 6 (2013)
Dinah Sheridan Chancellor Flavia  Chancellor Flavia  See fewer,Members only,1,The Railway Children (1970)
Penelope Lee Computer  Computer  See fewer,Members only,1,Superman (1978)
Steven Mackintosh Gazak  Gazak  See fewer,Top 5000,1,Underworld: Evolution (2006)
Laura Collins Chimeron Princess  Chimeron Princess  See fewer,Members only,1,Doctor Who (1963)
Annie Hulley Newscaster  Newscaster  See fewer,Members only,1,Skins (2007)
Ernest Smith 2nd Man  2nd Man  See fewer,Members only,1,The Road Killers (1994)
Michael Pinder Hopkins  Hopkins  See fewer,Members only,1,Doctor Who (1963)
William Sleigh Galloway  Galloway  See fewer,Members only,1,Bellman and True (1987)
Ken Barker Mutant  Mutant  See fewer,Members only,1,Robin Hood: Prince of Thieves (1991)
Robin Aspland The Lorells  The Lorells  See fewer,Members only,1,The Talented Mr. Ripley (1999)
Carley Joseph Chimeron Princess  Chimeron Princess  See fewer,Members only,1,Doctor Who (1963)
Katy Cashfield Thal  Thal  See fewer,Members only,1,The Pleasure Lovers (1959)
Albert Barrington Professor Webster  Professor Webster  See fewer,Members only,1,Doctor Who (1963)
Keff McCulloch The Lorells  The Lorells  See fewer,Members only,1,Atop the Fourth Wall (2008)
Debbie Lee London Axon Girl  Axon Girl  See fewer,Members only,1,Unmasked Part 25 (1989)
Justin Myers The Lorells  The Lorells  See fewer,Members only,1,Doctor Who (1963)
Michael Davis Thomson  Thomson  See fewer,Members only,1,Crash of Silence (1952)
Kevin Glenny Thal  Thal  See fewer,Members only,1,Doctor Who (1963)
Stephen Machin Cameraman  Cameraman  See fewer,Members only,1,The Gentle Libertine (1967)
Richard Mathews Rassilon  Rassilon  See fewer,Members only,1,Children of the Stones (1977)
Ralph Salmins The Lorells  The Lorells  See fewer,Members only,1,The Phantom of the Opera (2004)
Patrick O'Connell Ashton  Ashton  See fewer,Members only,1,The Brothers (1972)
John Wills Cyberman  Cyberman  See fewer,Members only,1,Single Action Colt (2010)
Jessica McGough Young Chimeron  Young Chimeron  See fewer,Members only,1,Doctor Who (1963)
Amy Osborn Young Chimeron  Young Chimeron  See fewer,Members only,1,Doctor Who (1963)
Jeanette Rossini Thal  Thal  See fewer,Members only,1,The Ken Dodd Show (1959)
Eric Smith Thal  Thal  See fewer,Members only,1,The Likely Lads (1964)
Ray Float Sergeant  Sergeant  See fewer,Members only,1,Emmerdale (1972)
Keith Hodiak Raston Robot  Raston Robot  See fewer,Members only,1,Full Metal Jacket (1987)
Stephen Meredith Technician  Technician  See fewer,Members only,1,A Little Silver Trumpet (1980)
John Tallents Guard  Guard  See fewer,Members only,1,Blind Justice (1988)
William Kenton Cyber Scout  Cyber Scout  See fewer,Members only,1,The Bishop of the Ozarks (1923)
Antony Billing Mexican Cowboy  Mexican Cowboy  See fewer,Members only,1,Doctor Who (1963)
Tom Bowman Sentry  Sentry  See fewer,Members only,1,The Crime of the Century (1956)
Edward Chookan Chinese Storekeeper  Chinese Storekeeper  See fewer,Members only,1,Long Voyage Out of War (1971)
Jonas Kurchi Lynch Mob Member  Lynch Mob Member  See fewer,Members only,1,Doctor Who (1963)
Edwina Salmon Settler's Daughter  Settler's Daughter  See fewer,Members only,1,Doctor Who (1963)
Vilma Stuttle Brassy Bar Girl  Brassy Bar Girl  See fewer,Members only,1,Doctor Who (1963)
Roger Jerome Cheerleader  Cheerleader  See fewer,Members only,1,The Minuteman
Guy Middleton Colonel Attwood  Colonel Attwood  See fewer,Members only,1,The Happiest Days of Your Life (1950)
Peter Ducrow Guard  Guard  See fewer,Members only,1,Adam Adamant Lives! (1966)
John Garvin Carney  Carney  See fewer,Members only,1,ITV Sunday Night Theatre (1969)
Dick Mills Dinosaur  Dinosaur  See fewer,Members only,1,Moonbase 3 (1973)
Fred Batt Caretaker  Caretaker  See fewer,Members only,1,Killer Bitch (2010)
Michelle Martin Neighbour  Neighbour  See fewer,Members only,1,Top Secret! (1984)
Steve Ismay Citizen / Exxilon / Metebelis 3 Guard / Sea Devil / Army Soldier / … (uncredited)  See more  Citizen / Exxilon / Metebelis 3 Guard / Sea Devil / Army Soldier / Cyberman / Gracht Guard / Guard / BBC3 TV Crewmember / Guerilla / Presidential Guard / Stills Cameraman / UNIT Soldier / Varan's Bodyguard / Zombie (uncredited)  See fewer,Members only,28,Little Dorrit (1987)
Graham Cole Cyberman / Melkur / Marshman / Kinda / Crewmember / … (uncredited)  See more  Cyberman / Melkur / Marshman / Kinda / Crewmember / Jacondan / Zero Gravity Squash Player (uncredited)  See fewer,Members only,20,The Bill (1984)
Peter Roy Guard / Extra / Greek Soldier / Airport Police Sergeant / Ambulance Man / … (uncredited)  See more  Guard / Extra / Greek Soldier / Airport Police Sergeant / Ambulance Man / Bunker Man / Gallifreyan Guard / Gracht Guard / Man in Market / Policeman / Space Guard / Technic Obarl / UNIT / Walk on (uncredited)  See fewer,Members only,18,About a Boy (2002)
Brian Nolan UNIT Soldier / Guard / Resistance Man / Sea Devil / Earth Guard / … (uncredited)  See more  UNIT Soldier / Guard / Resistance Man / Sea Devil / Earth Guard / IE Guard / TV Cameraman (uncredited)  See fewer,Members only,17,Paul Temple (1969)
James Muir Technician / Muto / Soldier / Brother / Druid / … (uncredited)  See more  Technician / Muto / Soldier / Brother / Druid / Foamasi / Gaztak / Louvre Detective / Mandrel / Police Driver / Tharil / UNIT Soldier / Worker (uncredited)  See fewer,Members only,17,Blake's 7 (1978)
Jean Channon Extra / Lazar / Dinner Guest / Masquer / Parisian Woman / Passser By (uncredited)  Extra / Lazar / Dinner Guest / Masquer / Parisian Woman / Passser By (uncredited)  See fewer,Members only,16,Biography (1970)
Les Clark IMC Guard / Daniel / Primitive / Daffodil Man / Prisoner / … (uncredited)  See more  IMC Guard / Daniel / Primitive / Daffodil Man / Prisoner / Castle Guard / Military Policeman / Prison Officer (uncredited)  See fewer,Members only,16,Paul Temple (1969)
Ian Elliot UNIT Soldier / Guard / Daffodil Man / Villager / Android Villager / … (uncredited)  See more  UNIT Soldier / Guard / Daffodil Man / Villager / Android Villager / Colonist / Guard Warrior / Haemovore / Regular Army Soldier (uncredited)  See fewer,Members only,16,Paul Temple (1969)
Barry Summerford Elite Guard / Guard / Foster / Golden Age Man / Private Thurston / … (uncredited)  See more  Elite Guard / Guard / Foster / Golden Age Man / Private Thurston / Security guard / Shrieve / Steaming Audience Member / UNIT Communications Soldier / Vogan (uncredited)  See fewer,Members only,15,Beau Geste (1982)
Monique Bryant Technician / Control Room Operator / Woman Watching Show (uncredited)  Technician / Control Room Operator / Woman Watching Show (uncredited)  See fewer,Members only,13,"Father, Dear Father (1968)"
Derek Suthern Mentiad / Guard / Argolin Guide / Cricketer / Gracht Guard / … (uncredited)  See more  Mentiad / Guard / Argolin Guide / Cricketer / Gracht Guard / Man in Market / Mandrel / Mute / PC Davis / Path Lab Technician (uncredited)  See fewer,Members only,13,Cowboys (1980)
Les Conrad Pirate / Prisoner / UNIT Soldier / 1862 Union Soldier / Alien Guard / … (uncredited)  See more  Pirate / Prisoner / UNIT Soldier / 1862 Union Soldier / Alien Guard / Mestor's Guard / Soldier / Tavern Customer / Thal Survivor (uncredited)  See fewer,Members only,12,Beau Geste (1982)
Brychan Powell Mentiad / Daleks' Guard / Citizen / Logopolitan / Noble / … (uncredited)  See more  Mentiad / Daleks' Guard / Citizen / Logopolitan / Noble / Prime Minister / Russian Aide / Solonian / Walk-on (uncredited)  See fewer,Members only,12,Bergerac (1981)
Ray Knight Mentiad / Coven Member / Lexa's Deon / Member of Giltiz's Crew / Member of glitz' crew / … (uncredited)  See more  Mentiad / Coven Member / Lexa's Deon / Member of Giltiz's Crew / Member of glitz' crew / Policeman with Bike / Soldier / Sorenson Monster / Trion (uncredited)  See fewer,Members only,12,Harry Brown (2009)
Vic Taylor Coven Member / Soldier / Villager / Cardinal's Guard / Guard / … (uncredited)  See more  Coven Member / Soldier / Villager / Cardinal's Guard / Guard / Saxon / Saxon warrior / UNIT Soldier / Worker (uncredited)  See fewer,Members only,11,Softly Softly (1966)
David Billa Extra / Prison Guard / Alien Technician / German / German Soldier / … (uncredited)  See more  Extra / Prison Guard / Alien Technician / German / German Soldier / Roman Soldiers / Technician / Thal Soldier / Thal Survivor / Time Lord Technician / Vogan (uncredited)  See fewer,Members only,11,Thriller (1973)
Laurie Goode Colonist 1984 / Sailor on the Shadow / Bandit / British Unit Trooper / Mutt / … (uncredited)  See more  Colonist 1984 / Sailor on the Shadow / Bandit / British Unit Trooper / Mutt / Peasant / Tharil / Tigellan / Time Lord (uncredited)  See fewer,Members only,11,Oliver's Travels (1995)
Cathy Munroe Humanoid / Main Skonnos / Maid (uncredited)  Humanoid / Main Skonnos / Maid (uncredited)  See fewer,Members only,11,Star Wars: Episode V - The Empire Strikes Back (1980)
Robert Goodman Crew member / Hyperion III Officer / Citizen / Loader / Mandrel / Time Lord (uncredited)  Crew member / Hyperion III Officer / Citizen / Loader / Mandrel / Time Lord (uncredited)  See fewer,Members only,11,Gangs of New York (2002)
Richard Bonehill Hyperion III Guard / First Officer / Flight Engineer / Guardolier / Guard / Hyperion III Officer (uncredited)  Hyperion III Guard / First Officer / Flight Engineer / Guardolier / Guard / Hyperion III Officer (uncredited)  See fewer,Members only,11,Rob Roy (1995)
Dennis Plenty Exxilon / Prison Guard / Soldier / Brother / Guard / … (uncredited)  See more  Exxilon / Prison Guard / Soldier / Brother / Guard / Peasant villager / Tavern Customer / Worker (uncredited)  See fewer,Members only,10,Softly Softly (1966)
Derek Hunt Prison Guard / British Soldier / Carstairs' Man / Dinner Guest / Gallifreyan / … (uncredited)  See more  Prison Guard / British Soldier / Carstairs' Man / Dinner Guest / Gallifreyan / James the Footman / James the footman / Man in Market / U.N.I.T. Soldier (uncredited)  See fewer,Members only,10,Parbottle Speaking (1962)
Terry Sartain Exxilon / Alien Technician / Brother / Draconian / Draconian Guard at Embassy / … (uncredited)  See more  Exxilon / Alien Technician / Brother / Draconian / Draconian Guard at Embassy / Earth Prison Guard / Gundan / Man in Market / UNIT Soldier / Union Recruit / Warrior (uncredited)  See fewer,Members only,10,Galloping Galaxies! (1985)
David J. Grahame Coven Member / Villager / Chestnut Seller / Control Room Technician / Extra / … (uncredited)  See more  Coven Member / Villager / Chestnut Seller / Control Room Technician / Extra / Old Man / Parisian Man (uncredited)  See fewer,Members only,9,Theatre 625 (1964)
Geoffrey Witherick Guard / Coven Member / Cricketer / Man in Market / Reveller / … (uncredited)  See more  Guard / Coven Member / Cricketer / Man in Market / Reveller / Security guard / Villager (uncredited)  See fewer,Members only,9,Antigone (1962)
Julian Hudson Seabase Guard / Extra / Audience Member / Crew Member / Meditator / … (uncredited)  See more  Seabase Guard / Extra / Audience Member / Crew Member / Meditator / Morestran / Vardan (uncredited)  See fewer,Members only,9,Scum (1991)
Stephen Calcutt Muto / Marshman / Mute / Snake / Tribe member (uncredited)  Muto / Marshman / Mute / Snake / Tribe member (uncredited)  See fewer,Members only,9,Flash Gordon (1980)
Bill Malin Cyberman / Extra / RAF Man / Chimeron (uncredited)  Cyberman / Extra / RAF Man / Chimeron (uncredited)  See fewer,Members only,9,Lifeforce (1985)
Richard Lawrence Tracking Room Technician #1 / Technician / Villager (uncredited)  Tracking Room Technician #1 / Technician / Villager (uncredited)  See fewer,Members only,8,Play for Today (1970)
Barry Noble Passenger / Cyberman / Egyptian Warrior / Inferno Customer / Parisian Man / Soldier (uncredited)  Passenger / Cyberman / Egyptian Warrior / Inferno Customer / Parisian Man / Soldier (uncredited)  See fewer,Members only,8,"The Red, White, and Black (1970)"
Billy Horrigan UNIT Corporal / Audience Member / Man Killed by Auton / Prisoner / Security Guard / … (uncredited)  See more  UNIT Corporal / Audience Member / Man Killed by Auton / Prisoner / Security Guard / Soldier / Stunt Guard / U.N.I.T. soldier (uncredited)  See fewer,Members only,8,Robin Hood: Prince of Thieves (1991)
Christopher Holmes Extra / Brother / Citizen / Genii / Miner / … (uncredited)  See more  Extra / Brother / Citizen / Genii / Miner / Peasant villager / U.N.I.T. Soldier (uncredited)  See fewer,Members only,8,Mapp & Lucia (1985)
Peter Brace Naval Base sailor / Soldier / Stunt Guard (uncredited)  Naval Base sailor / Soldier / Stunt Guard (uncredited)  See fewer,Members only,8,Robin Hood: Prince of Thieves (1991)
David Cleeve Thal Guard / An Other / Deon Guard / Ice Warrior / Radation Suit Man / … (uncredited)  See more  Thal Guard / An Other / Deon Guard / Ice Warrior / Radation Suit Man / Thal Soldier / UNIT Soldier (uncredited)  See fewer,Members only,8,Affairs of the Heart (1974)
Russell Brook Seabase Crewmember / Lakertyan / Attendant / Chimeron / Genius / … (uncredited)  See more  Seabase Crewmember / Lakertyan / Attendant / Chimeron / Genius / Schoolboy / Tetrap (uncredited)  See fewer,Members only,8,The Bill (1984)
Ken McGarvie Soldier in Tracking Room / Cricketer / Man in Newsroom / Reveller / Saxon / … (uncredited)  See more  Soldier in Tracking Room / Cricketer / Man in Newsroom / Reveller / Saxon / Saxon warrior / Tavern Customer (uncredited)  See fewer,Members only,7,Doctor Who (1963)
Anthony Lang Egyptian Slave / Kaled Councillor / Airport Personnel on Plane / Extra / Time Lord (uncredited)  Egyptian Slave / Kaled Councillor / Airport Personnel on Plane / Extra / Time Lord (uncredited)  See fewer,Members only,7,The Meaning of Life (1983)
Emmett Hennessy Prison Guard / American Aide / Guerilla / Inferno Customer / Roman Soldier / Tavern Customer (uncredited)  Prison Guard / American Aide / Guerilla / Inferno Customer / Roman Soldier / Tavern Customer (uncredited)  See fewer,Members only,7,The Guardians (1971)
Clive Rogers Mentiad / Brother / Resistance Man / Sniper / Space Guard (uncredited)  Mentiad / Brother / Resistance Man / Sniper / Space Guard (uncredited)  See fewer,Members only,7,Plateau of Fear (1961)
Jim Delaney UNIT Soldier / 1862 Confederate Soldier / American Soldier / Presidential Guard / Resistance Man / Station Policeman (uncredited)  UNIT Soldier / 1862 Confederate Soldier / American Soldier / Presidential Guard / Resistance Man / Station Policeman (uncredited)  See fewer,Members only,7,Emma (1972)
Steve Kelly Sea Devil Warrior / Ogron (uncredited)  Sea Devil Warrior / Ogron (uncredited)  See fewer,Members only,7,The Onedin Line (1971)
Kevin Moran Exxilon / Draconian / Exxilon Corpse / Ice Warrior / Masquer (uncredited)  Exxilon / Draconian / Exxilon Corpse / Ice Warrior / Masquer (uncredited)  See fewer,Members only,7,Ripping Yarns (1976)
Penny Lambirth Ceremony Observer / Citizen / Crewmember / Extra / Masquer / … (uncredited)  See more  Ceremony Observer / Citizen / Crewmember / Extra / Masquer / Passerby / Peasant villager (uncredited)  See fewer,Members only,7,Sing and Swing (1963)
Barbara Bermel Android Villager / Court Lady / Lazar / Masquer / Rebel in tunnel / … (uncredited)  See more  Android Villager / Court Lady / Lazar / Masquer / Rebel in tunnel / Sevateem / Villager (uncredited)  See fewer,Members only,7,Suspense (1962)
David Rolfe Exxilon / Crew Member / Guard (uncredited)  Exxilon / Crew Member / Guard (uncredited)  See fewer,Members only,7,Jeeves and Wooster (1990)
Arnold Lee Seabase Crewmember / Chimney Sweep / Coolie / Mongol Warrior (uncredited)  Seabase Crewmember / Chimney Sweep / Coolie / Mongol Warrior (uncredited)  See fewer,Members only,6,Hardware (1990)
John Woodcock Marco Polo's Hand (uncredited)  Marco Polo's Hand (uncredited)  See fewer,Members only,6,Skullduggery (1970)
Bill Richards Pirate / 1862 Union Soldier / Alien Guard / Monoid / Sailor / Union Recruit (uncredited)  Pirate / 1862 Union Soldier / Alien Guard / Monoid / Sailor / Union Recruit (uncredited)  See fewer,Members only,6,Dixon of Dock Green (1955)
Valerie Stanton Issigri Secretary / Parisian in Rue des Fosses St. Germain (uncredited)  Issigri Secretary / Parisian in Rue des Fosses St. Germain (uncredited)  See fewer,Members only,6,The Avengers (1961)
John Timberlake Kaled Scientist / Shelterer (uncredited)  Kaled Scientist / Shelterer (uncredited)  See fewer,Members only,6,Triton (1968)
Tom O'Leary Albert Einstein / Austro-Hungarian Officer / Auton / Firing Squad Member / German / … (uncredited)  See more  Albert Einstein / Austro-Hungarian Officer / Auton / Firing Squad Member / German / Miner / Prison Sergeant / Roman Soldiers (uncredited)  See fewer,Members only,6,Fair City (1989)
Patrick Milner UNIT Corporal / Foot Soldier / German Soldier / Resistance Man / Security Guard (uncredited)  UNIT Corporal / Foot Soldier / German Soldier / Resistance Man / Security Guard (uncredited)  See fewer,Members only,6,The Black Tulip (1956)
Bob Blaine Exxilon / Daffodil Man / Guard / Prisoner (uncredited)  Exxilon / Daffodil Man / Guard / Prisoner (uncredited)  See fewer,Members only,6,The Tingaree Affair (1969)
Nick Joseph Lazar / Bandit / Cricket Player / Hardin's Aide / Luddite (uncredited)  Lazar / Bandit / Cricket Player / Hardin's Aide / Luddite (uncredited)  See fewer,Members only,6,Star Wars: Episode IV - A New Hope (1977)
Jack Talbot Nazi / RAF Man / Milkman / RAF man (uncredited)  Nazi / RAF Man / Milkman / RAF man (uncredited)  See fewer,Members only,6,Byker Grove (1989)
Reg Cranfield Lynch Mob Member / Parisian Man / Policeman / UNIT Soldier (uncredited)  Lynch Mob Member / Parisian Man / Policeman / UNIT Soldier (uncredited)  See fewer,Members only,5,Melissa (1974)
Violet Leon Chinese Lady of Quality / Chinese Lady / Court Lady / Noblewoman / Traveller (uncredited)  Chinese Lady of Quality / Chinese Lady / Court Lady / Noblewoman / Traveller (uncredited)  See fewer,Members only,5,Doctor Who (1963)
Leslie Weeks Brother / Peasant villager / UNIT Soldier / Varga Plant / Vogan (uncredited)  Brother / Peasant villager / UNIT Soldier / Varga Plant / Vogan (uncredited)  See fewer,Members only,5,Prometheus: The Life of Balzac (1975)
Michael Stevens Daffodil Man / Guard / Prisoner / Soldier / UNIT Motorcyclist (uncredited)  Daffodil Man / Guard / Prisoner / Soldier / UNIT Motorcyclist (uncredited)  See fewer,Members only,5,UFO (1970)
Eric Blackburn Monoid / Extra (uncredited)  Monoid / Extra (uncredited)  See fewer,Members only,5,Doctor Who (1963)
Jay McGrath Coven Member / Dead Androgum / UNIT Soldier / Worker (uncredited)  Coven Member / Dead Androgum / UNIT Soldier / Worker (uncredited)  See fewer,Members only,5,The Silver Sword (1971)
Mark Allington Guardian / Lynch Mob Member / Man in Market (uncredited)  Guardian / Lynch Mob Member / Man in Market (uncredited)  See fewer,Members only,5,Vanity Fair (1967)
Chris Webb Monoid / Guard (uncredited)  Monoid / Guard (uncredited)  See fewer,Members only,5,Aliens (1986)
Michael Earl Villager / Extra / Technician (uncredited)  Villager / Extra / Technician (uncredited)  See fewer,Members only,5,The Big Spender (1965)
William Gossling Tracking Room Technician #3 / Villager (uncredited)  Tracking Room Technician #3 / Villager (uncredited)  See fewer,Members only,5,Take Three Girls (1969)
Bernard Barnsley Monoid / UNIT Soldier (uncredited)  Monoid / UNIT Soldier (uncredited)  See fewer,Members only,5,Between the Lines (1992)
Gordon Lang Tracking Room Technician #4 / Extra (uncredited)  Tracking Room Technician #4 / Extra (uncredited)  See fewer,Members only,5,A Tale of Five Women (1951)
Eric Kent Technician / Extra / Roundhead Soldier / UNIT Soldier (uncredited)  Technician / Extra / Roundhead Soldier / UNIT Soldier (uncredited)  See fewer,Members only,5,John Browne's Body (1969)
David Melbourne U.N.I.T. Guard / British Soldier / Carstairs' Man / Resistance Man (uncredited)  U.N.I.T. Guard / British Soldier / Carstairs' Man / Resistance Man (uncredited)  See fewer,Members only,5,BBC Play of the Month (1965)
Dennis Balcombe UNIT Soldier / Alien Guard / German / German Soldier / Redcoat / Roman Soldiers (uncredited)  UNIT Soldier / Alien Guard / German / German Soldier / Redcoat / Roman Soldiers (uncredited)  See fewer,Members only,5,Ooh La La! (1968)
Tom Segal Space Corps Technician (uncredited)  Space Corps Technician (uncredited)  See fewer,Members only,5,Doctor Who (1963)
Robin Squire BBC3 TV Cameraman / Auton / Pharos Project Boffin / Starliner Dweller (uncredited)  BBC3 TV Cameraman / Auton / Pharos Project Boffin / Starliner Dweller (uncredited)  See fewer,Members only,5,Kim & Co. (1975)
Walter Goodman Android Farmer / Extra / Joseph Chambers / RAF VIP Auton / Villager (uncredited)  Android Farmer / Extra / Joseph Chambers / RAF VIP Auton / Villager (uncredited)  See fewer,Members only,5,The Best of Benny Hill (1974)
